no,term,uri,label,definition,ontologyShort,ontology,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
245,ecological,http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Ecological_Psychology,Ecological Psychology,Branch of psychology that studies the frequency or\\nnature of psychological processes or behavior as\\nthey occur in natural settings. Compare\\nENVIRONMENTAL PSYCHOLOGY.,APAONTO,http://data.bioontology.org/ontologies/APAONTO,0,0,0,0,0,0,1,0,0,0,0,1
246,ecological,http://ontologies.dbmi.pitt.edu/edda/StudyDesigns.owl#ecological_study,ecological study,"a statistical study exploring hypotheses by comparing groups rather than individuals e.g. comparing rates of breast cancer and levels of fat intake by country. ""Dorlands illustrated medical dictionary_2011""",EDDA,http://data.bioontology.org/ontologies/EDDA,0,0,0,0,0,0,1,0,0,0,0,1
247,ecological,http://purl.obolibrary.org/obo/PCO_0000002,ecological community,A community of at least two different species living in a particular area. Must have at least two populations of different species as members.Ecological community is defined broadly here. It may be used to describe every organisms living in an area but is often used to refer only to organisms of a particular taxon or guild (e.g. the plant community the insect community the herbivore community). The word community as it often used to describe a group of humans living together is a type of single-species collection of organisms.,BCO,http://data.bioontology.org/ontologies/BCO,0,0,0,0,0,0,1,0,0,0,0,1
248,ecological,http://www.projecthalo.com/aura#Ecological-Region,Ecological-Region,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,0,0,1,0,0,0,0,1
249,ecological,http://www.projecthalo.com/aura#Ecological-Community,Ecological-Community,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,0,0,1,0,0,0,0,1
250,ecological,http://www.projecthalo.com/aura#Ecological-Pyramid,Ecological-Pyramid,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,0,0,1,0,0,0,0,1
251,ecological,http://www.projecthalo.com/aura#Ecological-Grouping,Ecological-Grouping,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,0,0,1,0,0,0,0,1
252,ecological,http://www.projecthalo.com/aura#Ecological-Role,Ecological-Role,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,0,0,1,0,0,0,0,1
253,ecological,http://www.projecthalo.com/aura#Ecological-Niche,Ecological-Niche,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,0,0,1,0,0,0,0,1
254,ecological,http://www.projecthalo.com/aura#Ecological-Model,Ecological-Model,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,0,0,1,0,0,0,0,1
255,ecological,http://www.projecthalo.com/aura#Ecological-Species,Ecological-Species,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,0,0,1,0,0,0,0,1
256,ecological,http://www.projecthalo.com/aura#Ecological-Relationship,Ecological-Relationship,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,0,0,1,0,0,0,0,1
257,ecological,http://www.projecthalo.com/aura#Ecological-Process,Ecological-Process,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,0,0,1,0,0,0,0,1
258,ecological,http://www.projecthalo.com/aura#Ecological-Succession,Ecological-Succession,,AURA,http://data.bioontology.org/ontologies/AURA,0,0,0,0,0,0,1,0,0,0,0,1
259,ecological,http://purl.obolibrary.org/obo/PCO_0000002,ecological community,A collection of organisms of at least two different species living in a particular area.,AGRO,http://data.bioontology.org/ontologies/AGRO,0,0,0,0,0,0,1,0,0,0,0,1
260,ecological,http://edda.dbmi.pitt.edu/ontologies/StudyDesigns.owl#ecological_study,ecological study,,DIKB,http://data.bioontology.org/ontologies/DIKB,0,0,0,0,0,0,1,0,0,0,0,1
261,ecological,http://purl.obolibrary.org/obo/EO_0007064,ecological environment,A plant treatment (EO:0001001) involving exposure to the various factors that comprise a geographical/regional location.,PEAO,http://data.bioontology.org/ontologies/PEAO,0,0,0,0,0,0,1,0,0,0,0,1
262,ecological,https://code.ecoinformatics.org/code/semtools/trunk/dev/oboe/oboe-sbc.owl#EcologicalHabitat,Ecological Habitat,,OBOE-SBC,http://data.bioontology.org/ontologies/OBOE-SBC,0,0,0,0,0,0,1,0,0,0,0,1
263,ecological,http://ecoinformatics.org/oboe/oboe.1.0/oboe-ecology.owl#EcologicalCommunity,Ecological Community,,OBOE-SBC,http://data.bioontology.org/ontologies/OBOE-SBC,0,0,0,0,0,0,1,0,0,0,0,1
264,ecological,http://www.fao.org/aims/aos/cwr.owl#EcologicalPhenomena,ecological phenomena,Ecological phenomenon is any event - regarding interactions among organisms and their environment - that is observable however common it might be even if it requires the use of instrumentation to observe record or compile data concerning it.,CCON,http://data.bioontology.org/ontologies/CCON,0,0,0,0,0,0,1,0,0,0,0,1
265,,,,,,,,,,,,,,,,,,
266,ecosystem,http://purl.bioontology.org/ontology/MESH/D017753,Ecosystem,A functional system which includes the organisms of a natural community together with their environment. (McGraw Hill Dictionary of Scientific and Technical Terms 4th ed),MESH,http://data.bioontology.org/ontologies/MESH,0,1,0,0,0,0,0,0,0,0,1,1
267,ecosystem,http://purl.bioontology.org/ontology/CSP/4000-0170,ecosystem,complex of organisms forming a community together with all interacting physical factors of the environment to form a single functioning unit.,CRISP,http://data.bioontology.org/ontologies/CRISP,0,1,0,0,0,0,0,0,0,0,1,1
268,ecosystem,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.This class will be primarily filled by inference any environmental system which necessarily includes living parts should be autoclassified here.,ENVO,http://data.bioontology.org/ontologies/ENVO,0,1,0,0,0,0,0,0,0,0,1,1
269,ecosystem,http://purl.jp/bio/4/id/200906003112410894,Ecosystem,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,1,0,0,0,0,0,0,0,0,1,1
270,ecosystem,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,Ecosystems are dynamic entities composed of the biological community and the abiotic environment.,ECSO,http://data.bioontology.org/ontologies/ECSO,0,1,0,0,0,0,0,0,0,0,1,1
271,ecosystem,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.This class will be primarily filled by inference any environmental system which necessarily includes living parts should be autoclassified here.,ECSO,http://data.bioontology.org/ontologies/ECSO,0,1,0,0,0,0,0,0,0,0,1,1
272,ecosystem,http://phenomebrowser.net/ontologies/mesh/mesh.owl#D017753,Ecosystem,,RH-MESH,http://data.bioontology.org/ontologies/RH-MESH,0,1,0,0,0,0,0,0,0,0,1,1
273,ecosystem,http://phenomebrowser.net/ontologies/mesh/mesh.owl#N06.230.124,Ecosystem,,RH-MESH,http://data.bioontology.org/ontologies/RH-MESH,0,1,0,0,0,0,0,0,0,0,1,1
274,ecosystem,http://phenomebrowser.net/ontologies/mesh/mesh.owl#G16.500.275.157,Ecosystem,,RH-MESH,http://data.bioontology.org/ontologies/RH-MESH,0,1,0,0,0,0,0,0,0,0,1,1
275,ecosystem,http://sweetontology.net/realmBiolBiome/Ecosystem,Ecosystem,,SWEET,http://data.bioontology.org/ontologies/SWEET,0,1,0,0,0,0,0,0,0,0,1,1
276,ecosystem,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.,PECO,http://data.bioontology.org/ontologies/PECO,0,1,0,0,0,0,0,0,0,0,1,1
277,ecosystem,http://www.projecthalo.com/aura#Ecosystem,Ecosystem,,AURA,http://data.bioontology.org/ontologies/AURA,0,1,0,0,0,0,0,0,0,0,1,1
278,ecosystem,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.This class will be primarily filled by inference any environmental system which necessarily includes living parts should be autoclassified here.,GENEPIO,http://data.bioontology.org/ontologies/GENEPIO,0,1,0,0,0,0,0,0,0,0,1,1
279,ecosystem,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.,PCO,http://data.bioontology.org/ontologies/PCO,0,1,0,0,0,0,0,0,0,0,1,1
280,ecosystem,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.This class will be primarily filled by inference any environmental system which necessarily includes living parts should be autoclassified here.,OHMI,http://data.bioontology.org/ontologies/OHMI,0,1,0,0,0,0,0,0,0,0,1,1
281,ecosystem,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.,AGRO,http://data.bioontology.org/ontologies/AGRO,0,1,0,0,0,0,0,0,0,0,1,1
282,ecosystem,http://purl.obolibrary.org/obo/APOLLO_SV_00000097,ecosystem,The sum of all biotic and abiotic entities in a geographical region.,APOLLO-SV,http://data.bioontology.org/ontologies/APOLLO-SV,0,1,0,0,0,0,0,0,0,0,1,1
283,ecosystem,http://www.owl-ontologies.com/BiodiversityOntologyFull.owl#Ecosystem,Ecosystem,,BOF,http://data.bioontology.org/ontologies/BOF,0,1,0,0,0,0,0,0,0,0,1,1
284,ecosystem,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.,EUPATH,http://data.bioontology.org/ontologies/EUPATH,0,1,0,0,0,0,0,0,0,0,1,1
285,ecosystem,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.This class will be primarily filled by inference any environmental system which necessarily includes living parts should be autoclassified here.,LIFO,http://data.bioontology.org/ontologies/LIFO,0,1,0,0,0,0,0,0,0,0,1,1
286,ecosystem,http://www.fao.org/aims/aos/cwr.owl#Ecosystem,ecosystem,A complex of organisms and their environment forming a functioning whole.,CCON,http://data.bioontology.org/ontologies/CCON,0,1,0,0,0,0,0,0,0,0,1,1
287,,,,,,,,,,,,,,,,,,
288,exotic range,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
289,,,,,,,,,,,,,,,,,,
290,exotic,http://sweetontology.net/matrPlant/Exotic,Exotic,,SWEET,http://data.bioontology.org/ontologies/SWEET,1,0,0,0,0,0,0,0,0,0,0,0
291,exotic,http://purl.bioontology.org/ontology/MESH/D000068881,Animals Exotic,Animals native to a foreign country or of foreign origin or character that are not native to the United States.,MESH,http://data.bioontology.org/ontologies/MESH,1,0,0,0,0,0,0,0,0,0,0,0
292,exotic,http://purl.jp/bio/4/id/200906062077070160,exotic plant,,IOBC,http://data.bioontology.org/ontologies/IOBC,1,0,0,0,0,0,0,0,0,0,0,0
293,exotic,http://purl.jp/bio/4/id/201606010197654381,Animals Exotic,,IOBC,http://data.bioontology.org/ontologies/IOBC,1,0,0,0,0,0,0,0,0,0,0,0
294,exotic,http://id.loc.gov/authorities/subjects/sh90000787,Exotic animals,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,1,0,0,0,0,0,0,0,0,0,0,0
295,exotic,http://id.loc.gov/authorities/subjects/sh90000789,Exotic birds,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,1,0,0,0,0,0,0,0,0,0,0,0
296,exotic,http://d-nb.info/gnd/4450269-2,Exotic options,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,1,0,0,0,0,0,0,0,0,0,0,0
297,exotic,http://id.loc.gov/authorities/subjects/sh87000833,Exotic forests,,FAST-TOPICAL,http://data.bioontology.org/ontologies/FAST-TOPICAL,1,0,0,0,0,0,0,0,0,0,0,0
298,,,,,,,,,,,,,,,,,,
299,range,http://purl.bioontology.org/ontology/LNC/LP21074-7,Range,,LOINC,http://data.bioontology.org/ontologies/LOINC,1,0,0,0,0,0,0,0,0,0,0,0
300,range,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013,Range,The difference between the lowest and highest numerical values the limits or scale of variation.,NCIT,http://data.bioontology.org/ontologies/NCIT,1,0,0,0,0,0,0,0,0,0,0,0
301,range,http://purl.jp/bio/4/id/200906021444576743,range,,IOBC,http://data.bioontology.org/ontologies/IOBC,1,0,0,0,0,0,0,0,0,0,0,0
302,range,http://purl.obolibrary.org/obo/STATO_0000035,range,the range is a measure of variation which describes the difference between the lowest score and the highest score in a set of numbers (a data set),CHEAR,http://data.bioontology.org/ontologies/CHEAR,1,0,0,0,0,0,0,0,0,0,0,0
303,range,http://www.co-ode.org/ontologies/galen#Range,Range,,GALEN,http://data.bioontology.org/ontologies/GALEN,1,0,0,0,0,0,0,0,0,0,0,0
304,range,http://www.owl-ontologies.com/Ontology1358660052.owl#Range,Range,,PEDTERM,http://data.bioontology.org/ontologies/PEDTERM,1,0,0,0,0,0,0,0,0,0,0,0
305,range,http://sweetontology.net/propSpaceDistance/Range,Range,,SWEET,http://data.bioontology.org/ontologies/SWEET,1,0,0,0,0,0,0,0,0,0,0,0
306,range,http://purl.org/net/OCRe/statistics.owl#OCRE200007,Range,The range is the difference between the lowest and highest numerical values the limits or scale of variation.,OCRE,http://data.bioontology.org/ontologies/OCRE,1,0,0,0,0,0,0,0,0,0,0,0
307,range,http://purl.obolibrary.org/obo/STATO_0000035,range,the range is a measure of variation which describes the difference between the lowest score and the highest score in a set of numbers (a data set),STATO,http://data.bioontology.org/ontologies/STATO,1,0,0,0,0,0,0,0,0,0,0,0
308,range,http://mimi.case.edu/ontologies/2009/1/SDO.owl#Range,Range,,SDO,http://data.bioontology.org/ontologies/SDO,1,0,0,0,0,0,0,0,0,0,0,0
309,range,http://purl.obolibrary.org/obo/OBCS_0000076,range,A quantitative confidence value that equals the difference between the largest and smallest observation.,VO,http://data.bioontology.org/ontologies/VO,1,0,0,0,0,0,0,0,0,0,0,0
310,range,http://purl.obolibrary.org/obo/MI_0338,range,"Describes a sequence position known to be in a certain range where the exact position is unclear.For instance when an amino acid modification is known to be ""in the region from 5 to 7. Displayed as ...""",MI,http://data.bioontology.org/ontologies/MI,1,0,0,0,0,0,0,0,0,0,0,0
311,range,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38013,Range,The difference between the lowest and highest numerical values the limits or scale of variation.,suicideo,http://data.bioontology.org/ontologies/suicideo,1,0,0,0,0,0,0,0,0,0,0,0
312,range,http://purl.obolibrary.org/obo/OBCS_0000076,range,A quantitative confidence value that equals the difference between the largest and smallest observation.,OBCS,http://data.bioontology.org/ontologies/OBCS,1,0,0,0,0,0,0,0,0,0,0,0
313,range,http://ontodm.com/OntoDT#OntoDT_717333,range,,ONTODT,http://data.bioontology.org/ontologies/ONTODT,1,0,0,0,0,0,0,0,0,0,0,0
314,range,http://hl7.org/fhir/range,range,,FASTO,http://data.bioontology.org/ontologies/FASTO,1,0,0,0,0,0,0,0,0,0,0,0
315,range,http://purl.obolibrary.org/obo/NCIT_C38013,Range,The difference between the lowest and highest numerical values the limits or scale of variation.,PREMEDONTO,http://data.bioontology.org/ontologies/PREMEDONTO,1,0,0,0,0,0,0,0,0,0,0,0
316,range,http://purl.allotrope.org/ontologies/common#AFC_0000021,range,A range is an interval of values with a lower and/or upper limit. Allotrope,AFO,http://data.bioontology.org/ontologies/AFO,1,0,0,0,0,0,0,0,0,0,0,0
317,,,,,,,,,,,,,,,,,,
318,area,http://purl.bioontology.org/ontology/SNOMEDCT/42798000,Area,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,0,1,0,0,0,0,0,0
319,area,http://purl.bioontology.org/ontology/LNC/LP6782-9,Area,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,0,0,0,0,1,0,0,0,0,0,0
320,area,http://purl.bioontology.org/ontology/LNC/MTHU009059,Area,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,0,0,0,0,1,0,0,0,0,0,0
321,area,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25244,Area,The extent of a 2-dimensional surface enclosed within a boundary.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,0,0,1,0,0,0,0,0,0
322,area,http://purl.bioontology.org/ontology/SNMI/G-A166,Area,,SNMI,http://data.bioontology.org/ontologies/SNMI,0,0,0,0,0,1,0,0,0,0,0,0
323,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",ENVO,http://data.bioontology.org/ontologies/ENVO,0,0,0,0,0,1,0,0,0,0,0,0
324,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",BAO,http://data.bioontology.org/ontologies/BAO,0,0,0,0,0,1,0,0,0,0,0,0
325,area,http://www.ebi.ac.uk/efo/EFO_0001696,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""An area is a size quality which describes the two dimensional extent of a material entity.",EFO,http://data.bioontology.org/ontologies/EFO,0,0,0,0,0,1,0,0,0,0,0,0
326,area,http://purl.jp/bio/4/id/200906098263568989,area,,IOBC,http://data.bioontology.org/ontologies/IOBC,0,0,0,0,0,1,0,0,0,0,0,0
327,area,http://semanticscience.org/resource/Area,area,,CHEAR,http://data.bioontology.org/ontologies/CHEAR,0,0,0,0,0,1,0,0,0,0,0,0
328,area,http://semanticscience.org/resource/SIO_000045,area,area is a quantity that pertains to the extent of a two-dimensional surface or shape or planar lamina in the plane.,SIO,http://data.bioontology.org/ontologies/SIO,0,0,0,0,0,1,0,0,0,0,0,0
329,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",PATO,http://data.bioontology.org/ontologies/PATO,0,0,0,0,0,1,0,0,0,0,0,0
330,area,http://aims.fao.org/aos/geopolitical.owl#area,Area,,VIVO,http://data.bioontology.org/ontologies/VIVO,0,0,0,0,0,1,0,0,0,0,0,0
331,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",NIFSTD,http://data.bioontology.org/ontologies/NIFSTD,0,0,0,0,0,1,0,0,0,0,0,0
332,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",MS,http://data.bioontology.org/ontologies/MS,0,0,0,0,0,1,0,0,0,0,0,0
333,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",ENM,http://data.bioontology.org/ontologies/ENM,0,0,0,0,0,1,0,0,0,0,0,0
334,area,http://purl.enanomapper.org/onto/ENM_8000059,area,,ENM,http://data.bioontology.org/ontologies/ENM,0,0,0,0,0,1,0,0,0,0,0,0
335,area,http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Area,Area,the extent of a 2-dimensional surface enclosed within a boundary,ECSO,http://data.bioontology.org/ontologies/ECSO,0,0,0,0,0,1,0,0,0,0,0,0
336,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",ECSO,http://data.bioontology.org/ontologies/ECSO,0,0,0,0,0,1,0,0,0,0,0,0
337,area,http://scai.fraunhofer.de/CSEO#CSEO_00001381,Area,,CSEO,http://data.bioontology.org/ontologies/CSEO,0,0,0,0,0,1,0,0,0,0,0,0
338,area,http://www.co-ode.org/ontologies/galen#Area,Area,,GALEN,http://data.bioontology.org/ontologies/GALEN,0,0,0,0,0,1,0,0,0,0,0,0
339,area,http://sweetontology.net/propSpaceMultidimensional/Area,Area,,SWEET,http://data.bioontology.org/ontologies/SWEET,0,0,0,0,0,1,0,0,0,0,0,0
340,area,http://purl.org/obo/owl/PATO#PATO_0001323,area,&ltncicp:ComplexDefinition&gt&ltncicp:def-definition&gtA 2-D extent inhering in a bearer by virtue of its two dimensional extent.&lt/ncicp:def-definition&gt&lt/ncicp:ComplexDefinition&gt,NPO,http://data.bioontology.org/ontologies/NPO,0,0,0,0,0,1,0,0,0,0,0,0
341,area,http://purl.org/obo/owl/PATO#PATO_0001323,area,,HUPSON,http://data.bioontology.org/ontologies/HUPSON,0,0,0,0,0,1,0,0,0,0,0,0
342,area,http://vavlab.ee.boun.edu.tr/carera/onlira.owl#Area,Area,,ONLIRA,http://data.bioontology.org/ontologies/ONLIRA,0,0,0,0,0,1,0,0,0,0,0,0
343,area,http://aims.fao.org/aos/geopolitical.owl#area,area,,HORD,http://data.bioontology.org/ontologies/HORD,0,0,0,0,0,1,0,0,0,0,0,0
344,area,http://purl.org/obo/owl/PATO#PATO_0001323,area,,BIOMODELS,http://data.bioontology.org/ontologies/BIOMODELS,0,0,0,0,0,1,0,0,0,0,0,0
345,area,http://purl.obolibrary.org/obo/SBO_0000467,area,"""The area of an object is a quantity expressing its two-dimensional size usually part or all of its surface.  src_code:NR",SBO,http://data.bioontology.org/ontologies/SBO,0,0,0,0,0,1,0,0,0,0,0,0
346,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",GENEPIO,http://data.bioontology.org/ontologies/GENEPIO,0,0,0,0,0,1,0,0,0,0,0,0
347,area,http://purl.obolibrary.org/obo/HAO_0000146,area,The anatomical structure of the cuticle that is delimited by material or immaterial anatomical entities.,HAO,http://data.bioontology.org/ontologies/HAO,0,0,0,0,0,1,0,0,0,0,0,0
348,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",UPHENO,http://data.bioontology.org/ontologies/UPHENO,0,0,0,0,0,1,0,0,0,0,0,0
349,area,http://purl.org/sig/ont/aeo/aeo0000656,area,,OCDM,http://data.bioontology.org/ontologies/OCDM,0,0,0,0,0,1,0,0,0,0,0,0
350,area,http://purl.obolibrary.org/obo/SBO_0000467,area,The area of an object is a quantity expressing its two-dimensional size usually part or all of its surface.,CNO,http://data.bioontology.org/ontologies/CNO,0,0,0,0,0,1,0,0,0,0,0,0
351,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",AGRO,http://data.bioontology.org/ontologies/AGRO,0,0,0,0,0,1,0,0,0,0,0,0
352,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""""MIREOTd into GEO to represent the area quality of a ""geographical region including land area and water area.",GEO,http://data.bioontology.org/ontologies/GEO,0,0,0,0,0,1,0,0,0,0,0,0
353,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",ONTONEO,http://data.bioontology.org/ontologies/ONTONEO,0,0,0,0,0,1,0,0,0,0,0,0
354,area,http://semanticscience.org/resource/SIO_000045,area,,ORTH,http://data.bioontology.org/ontologies/ORTH,0,0,0,0,0,1,0,0,0,0,0,0
355,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""""MIREOTd into GEO to represent the area quality of a ""geographical region including land area and water area.",APOLLO-SV,http://data.bioontology.org/ontologies/APOLLO-SV,0,0,0,0,0,1,0,0,0,0,0,0
356,area,http://aims.fao.org/aos/geopolitical.owl#area,Area,,VIVO-ISF,http://data.bioontology.org/ontologies/VIVO-ISF,0,0,0,0,0,1,0,0,0,0,0,0
357,area,http://semanticscience.org/resource/SIO_000045,area,,BIOMO,http://data.bioontology.org/ontologies/BIOMO,0,0,0,0,0,1,0,0,0,0,0,0
358,area,http://webprotege.stanford.edu/project/C5jwy47uikteCsueDXkxtB#area,area,,COLL,http://data.bioontology.org/ontologies/COLL,0,0,0,0,0,1,0,0,0,0,0,0
359,area,http://www.semanticweb.org/IRDGuyamazon#Area,Area,harmonized area,IRDG,http://data.bioontology.org/ontologies/IRDG,0,0,0,0,0,1,0,0,0,0,0,0
360,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",FLOPO,http://data.bioontology.org/ontologies/FLOPO,0,0,0,0,0,1,0,0,0,0,0,0
361,area,http://purl.obolibrary.org/obo/PATO_0001323,area,,OBA,http://data.bioontology.org/ontologies/OBA,0,0,0,0,0,1,0,0,0,0,0,0
362,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",VDOT,http://data.bioontology.org/ontologies/VDOT,0,0,0,0,0,1,0,0,0,0,0,0
363,area,http://ecoinformatics.org/oboe/oboe.1.0/oboe-characteristics.owl#Area,Area,,OBOE-SBC,http://data.bioontology.org/ontologies/OBOE-SBC,0,0,0,0,0,1,0,0,0,0,0,0
364,area,http://purl.obolibrary.org/obo/NCIT_C25244,Area,The extent of a 2-dimensional surface enclosed within a boundary.,PREMEDONTO,http://data.bioontology.org/ontologies/PREMEDONTO,0,0,0,0,0,1,0,0,0,0,0,0
365,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",CMPO,http://data.bioontology.org/ontologies/CMPO,0,0,0,0,0,1,0,0,0,0,0,0
366,area,http://purl.obolibrary.org/obo/PATO_0001323,area,"A 2-D extent quality inhering in a bearer by virtue of the ""bearers two dimensional extent.""",NIFDYS,http://data.bioontology.org/ontologies/NIFDYS,0,0,0,0,0,1,0,0,0,0,0,0
367,,,,,,,,,,,,,,,,,,
368,island,http://purl.bioontology.org/ontology/SNOMEDCT/288560006,Island,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,0,0,1,0,0,0,0,0
369,island,http://purl.bioontology.org/ontology/RCD/Xa4CY,Island,,RCD,http://data.bioontology.org/ontologies/RCD,0,0,0,0,0,0,1,0,0,0,0,0
370,island,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48952,Island,A land mass smaller than a continent that is surrounded by water.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,0,0,0,1,0,0,0,0,0
371,island,http://purl.obolibrary.org/obo/ENVO_00000098,island,Area of dry or relatively dry land surrounded by water or low wetland.,ENVO,http://data.bioontology.org/ontologies/ENVO,0,0,0,0,0,0,1,0,0,0,0,0
372,island,http://purl.jp/bio/11/meo/MEO_0000815,island,,MEO,http://data.bioontology.org/ontologies/MEO,0,0,0,0,0,0,1,0,0,0,0,0
373,island,http://sweetontology.net/realmLandCoastal/Island,Island,,SWEET,http://data.bioontology.org/ontologies/SWEET,0,0,0,0,0,0,1,0,0,0,0,0
374,island,http://purl.obolibrary.org/obo/ENVO_00000098,island,Area of dry or relatively dry land surrounded by water or low wetland.,AGRO,http://data.bioontology.org/ontologies/AGRO,0,0,0,0,0,0,1,0,0,0,0,0
375,island,http://purl.obolibrary.org/obo/GEO_000000376,island,,GEO,http://data.bioontology.org/ontologies/GEO,0,0,0,0,0,0,1,0,0,0,0,0
376,island,http://purl.obolibrary.org/obo/GEO_000000376,island,,APOLLO-SV,http://data.bioontology.org/ontologies/APOLLO-SV,0,0,0,0,0,0,1,0,0,0,0,0
377,island,http://purl.obolibrary.org/obo/ENVO_00000098,island,Area of dry or relatively dry land surrounded by water or low wetland.,EUPATH,http://data.bioontology.org/ontologies/EUPATH,0,0,0,0,0,0,1,0,0,0,0,0
378,,,,,,,,,,,,,,,,,,
379,continent,http://purl.bioontology.org/ontology/SNOMEDCT/261001000,Continent,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,0,0,0,0,0,0,1,0,0,0,0,0
380,continent,http://purl.bioontology.org/ontology/RCD/X907J,Continent,,RCD,http://data.bioontology.org/ontologies/RCD,0,0,0,0,0,0,1,0,0,0,0,0
381,continent,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76349,Continent,One of the large landmasses of the earth.,NCIT,http://data.bioontology.org/ontologies/NCIT,0,0,0,0,0,0,1,0,0,0,0,0
